signature,file,startline,startcol,endline,endcol,properties
Ljava/lang/StackTraceElement;->fileName:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/lang/StackTraceElement.java,76,5,76,25,
Ljava/lang/StackTraceElement;->lineNumber:I,libcore/ojluni/annotations/hiddenapi/java/lang/StackTraceElement.java,79,5,79,25,
Ljava/lang/StackTraceElement;->methodName:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/lang/StackTraceElement.java,82,5,82,25,
Ljava/lang/String;-><init>(II[C)V,libcore/ojluni/annotations/hiddenapi/java/lang/String.java,102,5,102,25,
Ljava/lang/String;->getCharsNoCheck(II[CI)V,libcore/ojluni/annotations/hiddenapi/java/lang/String.java,141,5,141,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/String;->indexOf([CII[CIII)I,libcore/ojluni/annotations/hiddenapi/java/lang/String.java,258,5,258,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/String;->lastIndexOf([CII[CIII)I,libcore/ojluni/annotations/hiddenapi/java/lang/String.java,292,5,292,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/String;->count:I,libcore/ojluni/annotations/hiddenapi/java/lang/String.java,463,5,463,25,
Ljava/lang/String;->hash:I,libcore/ojluni/annotations/hiddenapi/java/lang/String.java,470,5,470,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/System;-><init>()V,libcore/ojluni/annotations/hiddenapi/java/lang/System.java,34,5,34,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/System;->arraycopy([CI[CII)V,libcore/ojluni/annotations/hiddenapi/java/lang/System.java,80,5,80,25,
Ljava/lang/System;->arraycopy([BI[BII)V,libcore/ojluni/annotations/hiddenapi/java/lang/System.java,88,5,88,25,
Ljava/lang/System;->arraycopy([SI[SII)V,libcore/ojluni/annotations/hiddenapi/java/lang/System.java,96,5,96,25,
Ljava/lang/System;->arraycopy([II[III)V,libcore/ojluni/annotations/hiddenapi/java/lang/System.java,104,5,104,25,
Ljava/lang/System;->arraycopy([JI[JII)V,libcore/ojluni/annotations/hiddenapi/java/lang/System.java,112,5,112,25,
Ljava/lang/System;->arraycopy([FI[FII)V,libcore/ojluni/annotations/hiddenapi/java/lang/System.java,120,5,120,25,
Ljava/lang/System;->arraycopy([ZI[ZII)V,libcore/ojluni/annotations/hiddenapi/java/lang/System.java,135,5,135,25,
Ljava/lang/System;->logE(Ljava/lang/String;)V,libcore/ojluni/annotations/hiddenapi/java/lang/System.java,247,5,247,25,
Ljava/lang/System;->logE(Ljava/lang/String;Ljava/lang/Throwable;)V,libcore/ojluni/annotations/hiddenapi/java/lang/System.java,252,5,252,25,
Ljava/lang/System;->logW(Ljava/lang/String;Ljava/lang/Throwable;)V,libcore/ojluni/annotations/hiddenapi/java/lang/System.java,269,5,269,25,
Ljava/lang/System;->log(CLjava/lang/String;Ljava/lang/Throwable;)V,libcore/ojluni/annotations/hiddenapi/java/lang/System.java,274,5,274,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/Thread;-><init>(Ljava/lang/ThreadGroup;Ljava/lang/String;IZ)V,libcore/ojluni/annotations/hiddenapi/java/lang/Thread.java,58,5,58,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/Thread;->getUncaughtExceptionPreHandler()Ljava/lang/Thread$UncaughtExceptionHandler;,libcore/ojluni/annotations/hiddenapi/java/lang/Thread.java,296,5,296,25,
Ljava/lang/Thread;->dispatchUncaughtException(Ljava/lang/Throwable;)V,libcore/ojluni/annotations/hiddenapi/java/lang/Thread.java,309,5,309,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/Thread;->contextClassLoader:Ljava/lang/ClassLoader;,libcore/ojluni/annotations/hiddenapi/java/lang/Thread.java,370,5,370,25,
Ljava/lang/Thread;->daemon:Z,libcore/ojluni/annotations/hiddenapi/java/lang/Thread.java,373,5,373,25,
Ljava/lang/Thread;->group:Ljava/lang/ThreadGroup;,libcore/ojluni/annotations/hiddenapi/java/lang/Thread.java,381,5,381,25,
Ljava/lang/Thread;->inheritableThreadLocals:Ljava/lang/ThreadLocal$ThreadLocalMap;,libcore/ojluni/annotations/hiddenapi/java/lang/Thread.java,384,5,384,25,
Ljava/lang/Thread;->inheritedAccessControlContext:Ljava/security/AccessControlContext;,libcore/ojluni/annotations/hiddenapi/java/lang/Thread.java,387,5,387,25,
Ljava/lang/Thread;->lock:Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/lang/Thread.java,390,5,390,25,
Ljava/lang/Thread;->name:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/lang/Thread.java,397,5,397,25,
Ljava/lang/Thread;->nativePeer:J,libcore/ojluni/annotations/hiddenapi/java/lang/Thread.java,402,5,402,25,
Ljava/lang/Thread;->parkBlocker:Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/lang/Thread.java,405,5,405,25,
Ljava/lang/Thread;->priority:I,libcore/ojluni/annotations/hiddenapi/java/lang/Thread.java,410,5,410,25,
Ljava/lang/Thread;->target:Ljava/lang/Runnable;,libcore/ojluni/annotations/hiddenapi/java/lang/Thread.java,421,5,421,25,
Ljava/lang/Thread;->threadLocals:Ljava/lang/ThreadLocal$ThreadLocalMap;,libcore/ojluni/annotations/hiddenapi/java/lang/Thread.java,432,5,434,50,publicAlternatives=%22Please+update+to+a+current+version+of+the+%7B%40code+Streamsupport%7D+library%3B+older+versions+of+%7B%40code+Streamsupport%7D+do+not+support+current+versions+of+Android.%22
Ljava/lang/Thread;->threadSeqNumber:J,libcore/ojluni/annotations/hiddenapi/java/lang/Thread.java,439,5,439,25,
Ljava/lang/Thread;->uncaughtExceptionPreHandler:Ljava/lang/Thread$UncaughtExceptionHandler;,libcore/ojluni/annotations/hiddenapi/java/lang/Thread.java,446,5,446,25,
Ljava/lang/ThreadGroup;->add(Ljava/lang/Thread;)V,libcore/ojluni/annotations/hiddenapi/java/lang/ThreadGroup.java,162,5,162,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/ThreadGroup;->threadTerminated(Ljava/lang/Thread;)V,libcore/ojluni/annotations/hiddenapi/java/lang/ThreadGroup.java,171,5,171,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/ThreadGroup;->groups:[Ljava/lang/ThreadGroup;,libcore/ojluni/annotations/hiddenapi/java/lang/ThreadGroup.java,205,5,205,25,
Ljava/lang/ThreadGroup;->mainThreadGroup:Ljava/lang/ThreadGroup;,libcore/ojluni/annotations/hiddenapi/java/lang/ThreadGroup.java,208,5,208,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/ThreadGroup;->name:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/lang/ThreadGroup.java,219,5,219,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/ThreadGroup;->ngroups:I,libcore/ojluni/annotations/hiddenapi/java/lang/ThreadGroup.java,222,5,222,25,
Ljava/lang/ThreadGroup;->parent:Ljava/lang/ThreadGroup;,libcore/ojluni/annotations/hiddenapi/java/lang/ThreadGroup.java,227,5,227,25,
Ljava/lang/ThreadGroup;->systemThreadGroup:Ljava/lang/ThreadGroup;,libcore/ojluni/annotations/hiddenapi/java/lang/ThreadGroup.java,234,5,234,25,
Ljava/lang/ThreadLocal;->getMap(Ljava/lang/Thread;)Ljava/lang/ThreadLocal$ThreadLocalMap;,libcore/ojluni/annotations/hiddenapi/java/lang/ThreadLocal.java,66,5,66,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/Throwable;->printStackTrace(Ljava/lang/Throwable$PrintStreamOrWriter;)V,libcore/ojluni/annotations/hiddenapi/java/lang/Throwable.java,86,5,86,25,
Ljava/lang/Throwable;->nativeFillInStackTrace()Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/lang/Throwable.java,108,5,108,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/Throwable;->getOurStackTrace()[Ljava/lang/StackTraceElement;,libcore/ojluni/annotations/hiddenapi/java/lang/Throwable.java,115,5,115,25,
Ljava/lang/Throwable;->backtrace:Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/lang/Throwable.java,155,5,155,25,
Ljava/lang/Throwable;->cause:Ljava/lang/Throwable;,libcore/ojluni/annotations/hiddenapi/java/lang/Throwable.java,158,5,158,25,
Ljava/lang/Throwable;->detailMessage:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/lang/Throwable.java,161,5,161,25,
Ljava/lang/Throwable;->stackTrace:[Ljava/lang/StackTraceElement;,libcore/ojluni/annotations/hiddenapi/java/lang/Throwable.java,166,5,166,25,
Ljava/lang/Throwable;->suppressedExceptions:Ljava/util/List;,libcore/ojluni/annotations/hiddenapi/java/lang/Throwable.java,169,5,169,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/UNIXProcess;->pid:I,libcore/ojluni/annotations/hiddenapi/java/lang/UNIXProcess.java,107,5,107,51,
Ljava/lang/Void;-><init>()V,libcore/ojluni/annotations/hiddenapi/java/lang/Void.java,33,5,33,25,
Ljava/lang/invoke/MethodHandles$Lookup;-><init>(Ljava/lang/Class;I)V,libcore/ojluni/annotations/hiddenapi/java/lang/invoke/MethodHandles.java,369,9,369,29,
Ljava/lang/invoke/SerializedLambda;-><init>(Ljava/lang/Class;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;ILjava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;[Ljava/lang/Object;)V,libcore/ojluni/annotations/hiddenapi/java/lang/invoke/SerializedLambda.java,32,5,32,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/invoke/SerializedLambda;->getCapturingClass()Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/lang/invoke/SerializedLambda.java,44,5,44,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/invoke/SerializedLambda;->getFunctionalInterfaceClass()Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/lang/invoke/SerializedLambda.java,49,5,49,25,
Ljava/lang/invoke/SerializedLambda;->getFunctionalInterfaceMethodName()Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/lang/invoke/SerializedLambda.java,54,5,54,25,
Ljava/lang/invoke/SerializedLambda;->getFunctionalInterfaceMethodSignature()Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/lang/invoke/SerializedLambda.java,59,5,59,25,
Ljava/lang/invoke/SerializedLambda;->getImplClass()Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/lang/invoke/SerializedLambda.java,64,5,64,25,
Ljava/lang/invoke/SerializedLambda;->getImplMethodName()Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/lang/invoke/SerializedLambda.java,69,5,69,25,
Ljava/lang/invoke/SerializedLambda;->getImplMethodSignature()Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/lang/invoke/SerializedLambda.java,74,5,74,25,
Ljava/lang/invoke/SerializedLambda;->getImplMethodKind()I,libcore/ojluni/annotations/hiddenapi/java/lang/invoke/SerializedLambda.java,79,5,79,25,
Ljava/lang/invoke/SerializedLambda;->getInstantiatedMethodType()Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/lang/invoke/SerializedLambda.java,84,5,84,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/invoke/SerializedLambda;->getCapturedArgCount()I,libcore/ojluni/annotations/hiddenapi/java/lang/invoke/SerializedLambda.java,89,5,89,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/invoke/SerializedLambda;->getCapturedArg(I)Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/lang/invoke/SerializedLambda.java,94,5,94,25,
Ljava/lang/ref/Reference;->getReferent()Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/lang/ref/Reference.java,46,5,46,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/ref/Reference;->referent:Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/lang/ref/Reference.java,79,5,79,25,
Ljava/lang/ref/ReferenceQueue;->add(Ljava/lang/ref/Reference;)V,libcore/ojluni/annotations/hiddenapi/java/lang/ref/ReferenceQueue.java,71,5,71,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/reflect/AccessibleObject;->override:Z,libcore/ojluni/annotations/hiddenapi/java/lang/reflect/AccessibleObject.java,89,5,89,25,
Ljava/lang/reflect/Constructor;->serializationCopy(Ljava/lang/Class;Ljava/lang/Class;)Ljava/lang/reflect/Constructor;,libcore/ojluni/annotations/hiddenapi/java/lang/reflect/Constructor.java,43,5,43,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/reflect/Executable;->artMethod:J,libcore/ojluni/annotations/hiddenapi/java/lang/reflect/Executable.java,221,5,221,25,
Ljava/lang/reflect/Field;->getOffset()I,libcore/ojluni/annotations/hiddenapi/java/lang/reflect/Field.java,168,5,168,25,
Ljava/lang/reflect/Field;->accessFlags:I,libcore/ojluni/annotations/hiddenapi/java/lang/reflect/Field.java,175,5,175,25,
Ljava/lang/reflect/Parameter;-><init>(Ljava/lang/String;ILjava/lang/reflect/Executable;I)V,libcore/ojluni/annotations/hiddenapi/java/lang/reflect/Parameter.java,33,5,33,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/lang/reflect/Proxy;->invoke(Ljava/lang/reflect/Proxy;Ljava/lang/reflect/Method;[Ljava/lang/Object;)Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/lang/reflect/Proxy.java,101,5,101,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/Authenticator;->theAuthenticator:Ljava/net/Authenticator;,libcore/ojluni/annotations/hiddenapi/java/net/Authenticator.java,128,5,128,25,
Ljava/net/DatagramSocket;->getFileDescriptor$()Ljava/io/FileDescriptor;,libcore/ojluni/annotations/hiddenapi/java/net/DatagramSocket.java,200,5,200,25,
Ljava/net/DatagramSocket;->impl:Ljava/net/DatagramSocketImpl;,libcore/ojluni/annotations/hiddenapi/java/net/DatagramSocket.java,231,5,231,25,
Ljava/net/HttpCookie;->assignors:Ljava/util/Map;,libcore/ojluni/annotations/hiddenapi/java/net/HttpCookie.java,235,5,235,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/HttpCookie;->comment:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/net/HttpCookie.java,243,5,243,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/HttpCookie;->commentURL:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/net/HttpCookie.java,246,5,246,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/HttpCookie;->domain:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/net/HttpCookie.java,249,5,249,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/HttpCookie;->header:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/net/HttpCookie.java,252,5,252,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/HttpCookie;->httpOnly:Z,libcore/ojluni/annotations/hiddenapi/java/net/HttpCookie.java,259,5,260,90,publicAlternatives=%22Use+%7B%40link+%23setHttpOnly%28%29%7D%2F%7B%40link+%23isHttpOnly%28%29%7D+instead.%22
Ljava/net/HttpCookie;->maxAge:J,libcore/ojluni/annotations/hiddenapi/java/net/HttpCookie.java,263,5,263,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/HttpCookie;->name:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/net/HttpCookie.java,266,5,266,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/HttpCookie;->path:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/net/HttpCookie.java,273,5,273,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/HttpCookie;->portlist:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/net/HttpCookie.java,276,5,276,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/HttpCookie;->secure:Z,libcore/ojluni/annotations/hiddenapi/java/net/HttpCookie.java,279,5,279,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/HttpCookie;->toDiscard:Z,libcore/ojluni/annotations/hiddenapi/java/net/HttpCookie.java,282,5,282,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/HttpCookie;->tspecials:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/net/HttpCookie.java,285,5,285,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/HttpCookie;->value:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/net/HttpCookie.java,288,5,288,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/HttpCookie;->version:I,libcore/ojluni/annotations/hiddenapi/java/net/HttpCookie.java,291,5,291,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/HttpCookie;->whenCreated:J,libcore/ojluni/annotations/hiddenapi/java/net/HttpCookie.java,294,5,294,25,
Ljava/net/Inet4Address;-><init>()V,libcore/ojluni/annotations/hiddenapi/java/net/Inet4Address.java,34,5,34,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/Inet4Address;->ALL:Ljava/net/InetAddress;,libcore/ojluni/annotations/hiddenapi/java/net/Inet4Address.java,111,5,111,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/Inet4Address;->ANY:Ljava/net/InetAddress;,libcore/ojluni/annotations/hiddenapi/java/net/Inet4Address.java,118,5,118,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/Inet6Address$Inet6AddressHolder;->ipaddress:[B,libcore/ojluni/annotations/hiddenapi/java/net/Inet6Address.java,304,9,304,73,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/Inet6Address$Inet6AddressHolder;->scope_id:I,libcore/ojluni/annotations/hiddenapi/java/net/Inet6Address.java,307,9,307,73,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/Inet6Address$Inet6AddressHolder;->scope_id_set:Z,libcore/ojluni/annotations/hiddenapi/java/net/Inet6Address.java,310,9,310,73,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/Inet6Address$Inet6AddressHolder;->scope_ifname:Ljava/net/NetworkInterface;,libcore/ojluni/annotations/hiddenapi/java/net/Inet6Address.java,313,9,313,73,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/Inet6Address;-><init>()V,libcore/ojluni/annotations/hiddenapi/java/net/Inet6Address.java,34,5,34,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/Inet6Address;->ANY:Ljava/net/InetAddress;,libcore/ojluni/annotations/hiddenapi/java/net/Inet6Address.java,180,5,180,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/Inet6Address;->holder6:Ljava/net/Inet6Address$Inet6AddressHolder;,libcore/ojluni/annotations/hiddenapi/java/net/Inet6Address.java,209,5,209,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/Inet6AddressImpl;->addressCache:Ljava/net/AddressCache;,libcore/ojluni/annotations/hiddenapi/java/net/Inet6AddressImpl.java,84,5,84,51,
Ljava/net/InetAddress$InetAddressHolder;->address:I,libcore/ojluni/annotations/hiddenapi/java/net/InetAddress.java,292,9,292,73,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/InetAddress$InetAddressHolder;->family:I,libcore/ojluni/annotations/hiddenapi/java/net/InetAddress.java,295,9,295,73,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/InetAddress$InetAddressHolder;->hostName:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/net/InetAddress.java,298,9,298,29,
Ljava/net/InetAddress$InetAddressHolder;->originalHostName:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/net/InetAddress.java,301,9,301,73,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/InetAddress;->holder()Ljava/net/InetAddress$InetAddressHolder;,libcore/ojluni/annotations/hiddenapi/java/net/InetAddress.java,39,5,39,25,
Ljava/net/InetAddress;->isNumeric(Ljava/lang/String;)Z,libcore/ojluni/annotations/hiddenapi/java/net/InetAddress.java,184,5,187,26,maxTargetSdk=28&trackingBug=78686891L&publicAlternatives=%22Use+%7B%40code+android.net.InetAddresses%23isNumericAddress%7D+instead.+There+is+a+behavioural+difference+between+the+original+method+and+its+replacement.%22
Ljava/net/InetAddress;->parseNumericAddress(Ljava/lang/String;)Ljava/net/InetAddress;,libcore/ojluni/annotations/hiddenapi/java/net/InetAddress.java,204,5,207,26,maxTargetSdk=28&trackingBug=78686891L&publicAlternatives=%22Use+%7B%40code+android.net.InetAddresses%23parseNumericAddress%7D+instead.+There+is+a+behavioural+difference+between+the+original+method+and+its+replacement.%22
Ljava/net/InetAddress;->clearDnsCache()V,libcore/ojluni/annotations/hiddenapi/java/net/InetAddress.java,212,5,212,25,
Ljava/net/InetAddress;->getAllByNameOnNet(Ljava/lang/String;I)[Ljava/net/InetAddress;,libcore/ojluni/annotations/hiddenapi/java/net/InetAddress.java,222,5,222,25,
Ljava/net/InetAddress;->holder:Ljava/net/InetAddress$InetAddressHolder;,libcore/ojluni/annotations/hiddenapi/java/net/InetAddress.java,238,5,238,25,
Ljava/net/InetSocketAddress;->holder:Ljava/net/InetSocketAddress$InetSocketAddressHolder;,libcore/ojluni/annotations/hiddenapi/java/net/InetSocketAddress.java,123,5,123,25,
Ljava/net/InterfaceAddress;-><init>()V,libcore/ojluni/annotations/hiddenapi/java/net/InterfaceAddress.java,33,5,33,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/PlainSocketImpl;-><init>()V,libcore/ojluni/annotations/hiddenapi/java/net/PlainSocketImpl.java,32,5,32,51,
Ljava/net/Proxy;-><init>()V,libcore/ojluni/annotations/hiddenapi/java/net/Proxy.java,33,5,33,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/ServerSocket;->factory:Ljava/net/SocketImplFactory;,libcore/ojluni/annotations/hiddenapi/java/net/ServerSocket.java,171,5,171,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/Socket;->getFileDescriptor$()Ljava/io/FileDescriptor;,libcore/ojluni/annotations/hiddenapi/java/net/Socket.java,294,5,294,25,
Ljava/net/Socket;->factory:Ljava/net/SocketImplFactory;,libcore/ojluni/annotations/hiddenapi/java/net/Socket.java,309,5,309,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/Socket;->impl:Ljava/net/SocketImpl;,libcore/ojluni/annotations/hiddenapi/java/net/Socket.java,312,5,312,25,
Ljava/net/SocketException;-><init>(Ljava/lang/String;Ljava/lang/Throwable;)V,libcore/ojluni/annotations/hiddenapi/java/net/SocketException.java,46,5,46,25,
Ljava/net/SocketImpl;->serverSocket:Ljava/net/ServerSocket;,libcore/ojluni/annotations/hiddenapi/java/net/SocketImpl.java,140,5,140,25,
Ljava/net/SocketImpl;->socket:Ljava/net/Socket;,libcore/ojluni/annotations/hiddenapi/java/net/SocketImpl.java,143,5,143,25,
Ljava/net/SocksSocketImpl;-><init>()V,libcore/ojluni/annotations/hiddenapi/java/net/SocksSocketImpl.java,33,5,33,25,
Ljava/net/URI;->fragment:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/net/URI.java,650,5,650,25,
Ljava/net/URI;->host:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/net/URI.java,661,5,661,25,
Ljava/net/URI;->port:I,libcore/ojluni/annotations/hiddenapi/java/net/URI.java,666,5,666,25,
Ljava/net/URI;->query:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/net/URI.java,669,5,669,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/URI;->string:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/net/URI.java,678,5,678,25,
Ljava/net/URL;->factory:Ljava/net/URLStreamHandlerFactory;,libcore/ojluni/annotations/hiddenapi/java/net/URL.java,239,5,239,25,
Ljava/net/URL;->handler:Ljava/net/URLStreamHandler;,libcore/ojluni/annotations/hiddenapi/java/net/URL.java,244,5,244,25,
Ljava/net/URL;->handlers:Ljava/util/Hashtable;,libcore/ojluni/annotations/hiddenapi/java/net/URL.java,247,5,247,25,
Ljava/net/URL;->protocol:Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/net/URL.java,260,5,260,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/net/URLClassLoader;->acc:Ljava/security/AccessControlContext;,libcore/ojluni/annotations/hiddenapi/java/net/URLClassLoader.java,128,5,128,25,
Ljava/net/URLClassLoader;->ucp:Lsun/misc/URLClassPath;,libcore/ojluni/annotations/hiddenapi/java/net/URLClassLoader.java,137,5,137,25,
Ljava/nio/Buffer;->_elementSizeShift:I,libcore/ojluni/annotations/hiddenapi/java/nio/Buffer.java,142,5,142,25,
Ljava/nio/Buffer;->address:J,libcore/ojluni/annotations/hiddenapi/java/nio/Buffer.java,149,5,149,25,
Ljava/nio/Buffer;->capacity:I,libcore/ojluni/annotations/hiddenapi/java/nio/Buffer.java,152,5,152,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/nio/Buffer;->limit:I,libcore/ojluni/annotations/hiddenapi/java/nio/Buffer.java,155,5,155,25,
Ljava/nio/Buffer;->position:I,libcore/ojluni/annotations/hiddenapi/java/nio/Buffer.java,160,5,160,25,
Ljava/nio/ByteBuffer;->hb:[B,libcore/ojluni/annotations/hiddenapi/java/nio/ByteBuffer.java,267,5,267,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/nio/ByteBuffer;->isReadOnly:Z,libcore/ojluni/annotations/hiddenapi/java/nio/ByteBuffer.java,274,5,274,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/nio/ByteBuffer;->offset:I,libcore/ojluni/annotations/hiddenapi/java/nio/ByteBuffer.java,279,5,279,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/nio/CharBuffer;->toString(II)Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/nio/CharBuffer.java,158,5,158,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/nio/DirectByteBuffer;-><init>(JI)V,libcore/ojluni/annotations/hiddenapi/java/nio/DirectByteBuffer.java,39,5,39,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/nio/DirectByteBuffer;->cleaner()Lsun/misc/Cleaner;,libcore/ojluni/annotations/hiddenapi/java/nio/DirectByteBuffer.java,82,5,82,25,
Ljava/nio/charset/Charset;->defaultCharset:Ljava/nio/charset/Charset;,libcore/ojluni/annotations/hiddenapi/java/nio/charset/Charset.java,170,5,170,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/nio/charset/CharsetEncoder;->canEncode(Ljava/nio/CharBuffer;)Z,libcore/ojluni/annotations/hiddenapi/java/nio/charset/CharsetEncoder.java,141,5,141,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/nio/file/FileTreeWalker;->followLinks:Z,libcore/ojluni/annotations/hiddenapi/java/nio/file/FileTreeWalker.java,75,5,75,95,maxTargetSdk=30&trackingBug=170729553L
Ljava/nio/file/FileTreeWalker;->linkOptions:[Ljava/nio/file/LinkOption;,libcore/ojluni/annotations/hiddenapi/java/nio/file/FileTreeWalker.java,81,5,81,95,maxTargetSdk=30&trackingBug=170729553L
Ljava/nio/file/FileTreeWalker;->maxDepth:I,libcore/ojluni/annotations/hiddenapi/java/nio/file/FileTreeWalker.java,88,5,88,95,maxTargetSdk=30&trackingBug=170729553L
Ljava/security/KeyPairGenerator;->getInstance(Lsun/security/jca/GetInstance$Instance;Ljava/lang/String;)Ljava/security/KeyPairGenerator;,libcore/ojluni/annotations/hiddenapi/java/security/KeyPairGenerator.java,41,5,41,69,maxTargetSdk=30&trackingBug=170729553L
